"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CALR",1.30547889590204e-07,0.535056644781443,1,1,0.00156422481306983,"CAOV3","CALR"
"CD2AP",1.78356258065316e-07,0.568749291400019,1,1,0.00213706468413861,"CAOV3","CD2AP"
"RBM47",3.55728130579975e-07,0.524588372736861,1,1,0.00426233446060926,"CAOV3","RBM47"
"TAP1",7.51642794871786e-07,0.578506170008874,1,1,0.00900618396815374,"CAOV3","TAP1"
"SCP2",8.39454561804878e-07,0.495731129784349,1,1,0.010058344559546,"CAOV3","SCP2"
"TAP2",8.70861465061984e-07,0.612997563710029,1,1,0.0104346620743727,"CAOV3","TAP2"
"ERO1A",1.0081841989586e-06,0.577483568651086,1,1,0.0120800630719219,"CAOV3","ERO1A"
"RTP4",1.0081841989586e-06,0.972295686431353,1,1,0.0120800630719219,"CAOV3","RTP4"
"CTTN",1.04564296956151e-06,0.430205525818909,1,1,0.012528894061286,"CAOV3","CTTN"
"GIPC1",1.04564296956151e-06,0.537679077709581,1,1,0.012528894061286,"CAOV3","GIPC1"
"IGFBP5",1.084439413713e-06,-0.536727055902329,1,1,0.0129937530551091,"CAOV3","IGFBP5"
"SLC34A2",1.67254834358016e-06,0.809484108005154,1,1,0.0200404742527775,"CAOV3","SLC34A2"
"TRPM4",1.73348104076143e-06,0.724917460625894,1,1,0.0207705698304034,"CAOV3","TRPM4"
"CLINT1",2.071555923375e-06,0.394660895258211,1,1,0.0248213830738793,"CAOV3","CLINT1"
"SGMS1",2.30390017756367e-06,0.963633917106768,1,1,0.0276053319275679,"CAOV3","SGMS1"
"GSTK1",2.74774389493229e-06,0.49466769283891,1,1,0.0329234673490787,"CAOV3","GSTK1"
"HSPA5",2.74774389493229e-06,0.405526453793725,1,1,0.0329234673490787,"CAOV3","HSPA5"
"MYO6",2.74774389493229e-06,0.439442049938378,1,1,0.0329234673490787,"CAOV3","MYO6"
"SQOR",2.74774389493229e-06,0.627633133850377,1,1,0.0329234673490787,"CAOV3","SQOR"
"MDH2",2.84586259999369e-06,0.506498319065047,1,1,0.0340991256731244,"CAOV3","MDH2"
"LRRFIP1",3.27301927035113e-06,0.371744711885931,1,1,0.0392173168973473,"CAOV3","LRRFIP1"
"VAMP8",3.27301927035113e-06,0.477179256266319,1,1,0.0392173168973473,"CAOV3","VAMP8"
"RABGGTB",3.50902340102708e-06,0.516315117124449,1,1,0.0420451183911065,"CAOV3","RABGGTB"
"RAB25",3.89386459795438e-06,0.843928804386317,1,1,0.0466562856126894,"CAOV3","RAB25"
"PDIA6",4.31897917989554e-06,0.58268024802675,1,1,0.0517500085335084,"CAOV3","PDIA6"
"HM13",4.62672153377074e-06,0.485305374403819,1,1,0.055437377417641,"CAOV3","HM13"
"PALM3",4.62672153377074e-06,0.942751456035111,1,1,0.055437377417641,"CAOV3","PALM3"
"VTCN1",4.78836354688089e-06,1.03157460445072,1,1,0.0573741720187269,"CAOV3","VTCN1"
"LIMS2",5.49068304998615e-06,-0.808436107534513,1,1,0.0657893643049341,"CAOV3","LIMS2"
"FAM120A",5.8778240210851e-06,0.27098236507399,1,1,0.0704280874206417,"CAOV3","FAM120A"
"CCDC47",6.50788926191798e-06,0.430155709079284,1,1,0.0779775291363012,"CAOV3","CCDC47"
"ZMPSTE24",6.7319088395819e-06,0.394602753094609,1,1,0.0806617317158703,"CAOV3","ZMPSTE24"
"DNAJB1",7.20227506919138e-06,0.397779559811104,1,1,0.0862976598790511,"CAOV3","DNAJB1"
"HOOK1",7.44908815737197e-06,0.523464831922517,1,1,0.089254974301631,"CAOV3","HOOK1"
"ARFGAP2",7.7039769488838e-06,0.372744072189098,1,1,0.0923090518015257,"CAOV3","ARFGAP2"
"CNNM4",7.7039769488838e-06,0.44217689228348,1,1,0.0923090518015257,"CAOV3","CNNM4"
"SEC23B",7.7039769488838e-06,0.444773289577844,1,1,0.0923090518015257,"CAOV3","SEC23B"
"PAK1",7.96719208791811e-06,0.3570210678419,1,1,0.0954628955974348,"CAOV3","PAK1"
"RAB6A",7.96719208791811e-06,0.355373747849743,1,1,0.0954628955974348,"CAOV3","RAB6A"
"CLDN3",8.23899153243007e-06,0.596453645080042,1,1,0.0987195965415771,"CAOV3","CLDN3"
"YME1L1",8.23899153243007e-06,0.36986048476641,1,1,0.0987195965415771,"CAOV3","YME1L1"
"SH2D4A",8.80941293206696e-06,0.665662377028861,1,1,0.105554385752026,"CAOV3","SH2D4A"
"MYCBP",9.10858917943157e-06,0.367613405918844,1,1,0.109139115547949,"CAOV3","MYCBP"
"PKP3",9.73631920492295e-06,0.559887616911603,1,1,0.116660576713387,"CAOV3","PKP3"
"ARFIP1",1.00654767562709e-05,0.425513602375191,1,1,0.120604542493638,"CAOV3","ARFIP1"
"GAK",1.00654767562709e-05,0.380368613498885,1,1,0.120604542493638,"CAOV3","GAK"
"CPT2",1.04052463742555e-05,0.444669766605892,1,1,0.12467566205633,"CAOV3","CPT2"
"DPP3",1.07559520827284e-05,0.431083193777343,1,1,0.128877817855252,"CAOV3","DPP3"
"FKBP2",1.07559520827284e-05,0.446343134233163,1,1,0.128877817855252,"CAOV3","FKBP2"
"HSD17B12",1.07559520827284e-05,0.417782038816757,1,1,0.128877817855252,"CAOV3","HSD17B12"
"AIMP1",1.18770666974195e-05,0.319184117575504,1,1,0.14231101316848,"CAOV3","AIMP1"
"MPP7",1.18770666974195e-05,0.474162675686539,1,1,0.14231101316848,"CAOV3","MPP7"
"MUC1",1.18770666974195e-05,0.873280060178193,1,1,0.14231101316848,"CAOV3","MUC1"
"POR",1.18770666974195e-05,0.383973620476351,1,1,0.14231101316848,"CAOV3","POR"
"SPINT1",1.18770666974195e-05,0.631861151625368,1,1,0.14231101316848,"CAOV3","SPINT1"
"TOMM70",1.18770666974195e-05,0.339602248086825,1,1,0.14231101316848,"CAOV3","TOMM70"
"DUSP11",1.31091905668666e-05,0.746422835780031,1,1,0.157074321372196,"CAOV3","DUSP11"
"ITGB8",1.31091905668666e-05,0.755080190818104,1,1,0.157074321372196,"CAOV3","ITGB8"
"RNF213",1.31091905668666e-05,0.434278106414247,1,1,0.157074321372196,"CAOV3","RNF213"
"ERP44",1.39973592756119e-05,0.46775249377629,1,1,0.167716358840382,"CAOV3","ERP44"
"PDIA3",1.39973592756119e-05,0.461633994846525,1,1,0.167716358840382,"CAOV3","PDIA3"
"BAIAP2L1",1.59488190899066e-05,0.453456031687287,1,1,0.191098750335261,"CAOV3","BAIAP2L1"
"OSBPL11",1.59488190899066e-05,0.49046715269213,1,1,0.191098750335261,"CAOV3","OSBPL11"
"LRRC1",1.64757575378474e-05,0.482248922047489,1,1,0.197412526818487,"CAOV3","LRRC1"
"PSME2",1.64757575378474e-05,0.506682067680813,1,1,0.197412526818487,"CAOV3","PSME2"
"ATP6V1A",1.70192633820816e-05,0.288712631069499,1,1,0.203924813844102,"CAOV3","ATP6V1A"
"HEATR5B",1.70192633820816e-05,0.326260716803418,1,1,0.203924813844102,"CAOV3","HEATR5B"
"SUMO3",1.70192633820816e-05,0.701941852960802,1,1,0.203924813844102,"CAOV3","SUMO3"
"ABHD11",1.75798285687804e-05,0.476675134544054,1,1,0.210641505911127,"CAOV3","ABHD11"
"PIGO",1.81579586957142e-05,0.411428691654797,1,1,0.217568661092048,"CAOV3","PIGO"
"ACBD5",1.87541733608321e-05,0.596966439352105,1,1,0.224712505209491,"CAOV3","ACBD5"
"DIAPH1",1.87541733608321e-05,0.421369589673746,1,1,0.224712505209491,"CAOV3","DIAPH1"
"DTX3L",1.87541733608321e-05,0.454287405377039,1,1,0.224712505209491,"CAOV3","DTX3L"
"MUC16",1.87541733608321e-05,0.831276541893897,1,1,0.224712505209491,"CAOV3","MUC16"
"PSMB8",1.87541733608321e-05,0.316415343976941,1,1,0.224712505209491,"CAOV3","PSMB8"
"GOLGB1",1.93690065188258e-05,0.365150036111795,1,1,0.232079436108571,"CAOV3","GOLGB1"
"RHBDD2",1.93690065188258e-05,0.711264177480522,1,1,0.232079436108571,"CAOV3","RHBDD2"
"HID1",2.00030068458363e-05,0.687929029818826,1,1,0.239676028026811,"CAOV3","HID1"
"PLEKHF2",2.00030068458363e-05,0.383907902022327,1,1,0.239676028026811,"CAOV3","PLEKHF2"
"HSD17B4",2.13307795652266e-05,0.454176180841735,1,1,0.255585400750545,"CAOV3","HSD17B4"
"SUCLG1",2.13307795652266e-05,0.364930626954588,1,1,0.255585400750545,"CAOV3","SUCLG1"
"MAN1A2",2.20257263166774e-05,0.603512919374757,1,1,0.263912252726428,"CAOV3","MAN1A2"
"PHLDB1",2.20257263166774e-05,-0.32223185729921,1,1,0.263912252726428,"CAOV3","PHLDB1"
"CORO1B",2.27421897442696e-05,0.313882814027202,1,1,0.272496917515838,"CAOV3","CORO1B"
"GRIPAP1",2.27421897442696e-05,0.324394142398107,1,1,0.272496917515838,"CAOV3","GRIPAP1"
"TAPBP",2.27421897442696e-05,0.51701019471892,1,1,0.272496917515838,"CAOV3","TAPBP"
"RAB1A",2.34807978982151e-05,0.308142991495067,1,1,0.281346920416414,"CAOV3","RAB1A"
"SUCLG2",2.34807978982151e-05,0.505701272792388,1,1,0.281346920416414,"CAOV3","SUCLG2"
"CSNK1A1",2.42421959184596e-05,0.395124312063457,1,1,0.290469991494983,"CAOV3","CSNK1A1"
"OSBP",2.42421959184596e-05,0.255068632112116,1,1,0.290469991494983,"CAOV3","OSBP"
"COL6A1",2.75292117406489e-05,-0.729496230449945,1,1,0.329855015076455,"CAOV3","COL6A1"
"COL6A2",2.75292117406489e-05,-0.678226118591594,1,1,0.329855015076455,"CAOV3","COL6A2"
"SRPX",2.75292117406489e-05,-0.542561889563053,1,1,0.329855015076455,"CAOV3","SRPX"
"ATP6V1E1",2.84148647078264e-05,0.315553992810982,1,1,0.340466908929177,"CAOV3","ATP6V1E1"
"SELENOF",2.84148647078264e-05,0.437879318913701,1,1,0.340466908929177,"CAOV3","SELENOF"
"PROM2",2.93275618107578e-05,0.934567123166535,1,1,0.3514028456165,"CAOV3","PROM2"
"PSMB1",2.93275618107578e-05,0.245639362817989,1,1,0.3514028456165,"CAOV3","PSMB1"
"CXCL12",3.12372181890901e-05,-0.908777969673727,1,1,0.374284348341678,"CAOV3","CXCL12"
"LAMTOR3",3.12372181890901e-05,0.371889953641389,1,1,0.374284348341678,"CAOV3","LAMTOR3"
"CDH1",3.32646512159752e-05,0.481383036724051,1,1,0.398577050869815,"CAOV3","CDH1"
"LYVE1",3.32646512159752e-05,-1.0182858730896,1,1,0.398577050869815,"CAOV3","LYVE1"
"PARP9",3.32646512159752e-05,0.437970917658332,1,1,0.398577050869815,"CAOV3","PARP9"
"SSC5D",3.43246508945191e-05,-0.414478584127052,1,1,0.411277967018128,"CAOV3","SSC5D"
"MFN1",3.54166801371125e-05,0.398618075979857,1,1,0.424362661402882,"CAOV3","MFN1"
"RBBP7",3.54166801371125e-05,0.404389205436986,1,1,0.424362661402882,"CAOV3","RBBP7"
"RHBDF2",3.54166801371125e-05,0.466280992907944,1,1,0.424362661402882,"CAOV3","RHBDF2"
"DNAJB9",3.65416486754828e-05,1.45986235697444,1,1,0.437842034429635,"CAOV3","DNAJB9"
"MARK2",3.65416486754828e-05,0.354464231322025,1,1,0.437842034429635,"CAOV3","MARK2"
"MEST",3.65416486754828e-05,-0.430613129333958,1,1,0.437842034429635,"CAOV3","MEST"
"MRPS30",3.65416486754828e-05,0.418870576845971,1,1,0.437842034429635,"CAOV3","MRPS30"
"RREB1",3.65416486754828e-05,0.408969879826353,1,1,0.437842034429635,"CAOV3","RREB1"
"VASN",3.65416486754828e-05,-0.135287064259003,1,1,0.437842034429635,"CAOV3","VASN"
"AIFM1",3.7700490228918e-05,0.474671729695747,1,1,0.451727273922895,"CAOV3","AIFM1"
"ATP2C1",3.7700490228918e-05,0.416496804623809,1,1,0.451727273922895,"CAOV3","ATP2C1"
"GFPT1",3.7700490228918e-05,0.492484184032259,1,1,0.451727273922895,"CAOV3","GFPT1"
"PTPMT1",3.88941630803563e-05,0.51152163344765,1,1,0.466029862028829,"CAOV3","PTPMT1"
"SPG7",3.88941630803563e-05,0.362377736497866,1,1,0.466029862028829,"CAOV3","SPG7"
"PARP4",4.01236506646713e-05,0.568151831219755,1,1,0.480761582264092,"CAOV3","PARP4"
"RMDN3",4.01236506646713e-05,0.450835247675804,1,1,0.480761582264092,"CAOV3","RMDN3"
"TRIP11",4.01236506646713e-05,0.332241400893938,1,1,0.480761582264092,"CAOV3","TRIP11"
"VDAC1",4.01236506646713e-05,0.500761428747816,1,1,0.480761582264092,"CAOV3","VDAC1"
"FAM91A1",4.13899621693672e-05,0.376175830255945,1,1,0.495934526713357,"CAOV3","FAM91A1"
"CLIC1",4.26941331478974e-05,0.378846558803241,1,1,0.511561103378106,"CAOV3","CLIC1"
"REEP5",4.26941331478974e-05,0.355719398190733,1,1,0.511561103378106,"CAOV3","REEP5"
"TNKS1BP1",4.4037226145827e-05,0.292849840081727,1,1,0.527654043679299,"CAOV3","TNKS1BP1"
"MIX23",4.54203313400553e-05,0.461139646645884,1,1,0.544226410116543,"CAOV3","MIX23"
"IQGAP1",4.68445671913251e-05,0.344854507752667,1,1,0.561291604086457,"CAOV3","IQGAP1"
"ATP1A1",4.83110811102419e-05,0.358556279516713,1,1,0.578863373862919,"CAOV3","ATP1A1"
"ACBD3",5.13756816352586e-05,0.332129797585982,1,1,0.615583417353669,"CAOV3","ACBD3"
"CIB1",5.29762139997648e-05,0.632127195564713,1,1,0.634760996145182,"CAOV3","CIB1"
"RPL21",5.29762139997648e-05,0.399568759239755,1,1,0.634760996145182,"CAOV3","RPL21"
"SLC39A11",5.29762139997648e-05,0.497610723658848,1,1,0.634760996145182,"CAOV3","SLC39A11"
"SRPRA",5.29762139997648e-05,0.350148600511461,1,1,0.634760996145182,"CAOV3","SRPRA"
"TSPAN15",5.29762139997648e-05,0.701307751422278,1,1,0.634760996145182,"CAOV3","TSPAN15"
"CD82",5.46239173790156e-05,0.549588347027488,1,1,0.654503778035366,"CAOV3","CD82"
"STX5",5.46239173790156e-05,0.391979544953472,1,1,0.654503778035366,"CAOV3","STX5"
"EHF",5.80660809808778e-05,0.752412377883122,1,1,0.695747782312877,"CAOV3","EHF"
"HTATIP2",5.80660809808778e-05,0.620726551262158,1,1,0.695747782312877,"CAOV3","HTATIP2"
"RARS2",5.80660809808778e-05,0.526674267132072,1,1,0.695747782312877,"CAOV3","RARS2"
"C6orf132",5.98632469766728e-05,0.535160988221778,1,1,0.717281425274493,"CAOV3","C6orf132"
"TMX2",5.98632469766728e-05,0.406563204111003,1,1,0.717281425274493,"CAOV3","TMX2"
"COL6A3",6.17129970831787e-05,-0.568639655781018,1,1,0.739445131050647,"CAOV3","COL6A3"
"RABGGTA",6.17129970831787e-05,0.340537214929101,1,1,0.739445131050647,"CAOV3","RABGGTA"
"RPF2",6.17129970831787e-05,0.485694925621334,1,1,0.739445131050647,"CAOV3","RPF2"
"TACSTD2",6.17129970831787e-05,0.731884721005425,1,1,0.739445131050647,"CAOV3","TACSTD2"
"CPA3",6.36167715744004e-05,-1.9114094616874,1,1,0.762256157004466,"CAOV3","CPA3"
"DNAJC3",6.36167715744004e-05,0.399632975027677,1,1,0.762256157004466,"CAOV3","DNAJC3"
"EBP",6.36167715744004e-05,0.530661077975076,1,1,0.762256157004466,"CAOV3","EBP"
"CNN1",6.55760471287353e-05,-1.92260912075811,1,1,0.785732196696506,"CAOV3","CNN1"
"EPN3",6.55760471287353e-05,0.700751441774178,1,1,0.785732196696506,"CAOV3","EPN3"
"NAMPT",6.55760471287353e-05,0.402287066383579,1,1,0.785732196696506,"CAOV3","NAMPT"
"ST14",6.55760471287353e-05,0.424271967927268,1,1,0.785732196696506,"CAOV3","ST14"
"EBNA1BP2",6.75923376591584e-05,0.403169521550537,1,1,0.809891389832035,"CAOV3","EBNA1BP2"
"PPA1",6.75923376591584e-05,0.53486722975456,1,1,0.809891389832035,"CAOV3","PPA1"
"RECK",6.75923376591584e-05,-0.498565352932741,1,1,0.809891389832035,"CAOV3","RECK"
"AKAP9",6.9667195159809e-05,0.260700126593102,1,1,0.834752332404831,"CAOV3","AKAP9"
"FHL1",7.18022105692334e-05,-1.71453362097035,1,1,0.860334087040554,"CAOV3","FHL1"
"GRHL2",7.18022105692334e-05,0.547994673826801,1,1,0.860334087040554,"CAOV3","GRHL2"
"SLC35A4",7.18022105692334e-05,0.366219631789824,1,1,0.860334087040554,"CAOV3","SLC35A4"
"USP17L15",7.18022105692334e-05,-0.532614706632968,1,1,0.860334087040554,"CAOV3","USP17L15"
"EBAG9",7.39990146505408e-05,0.59013462398452,1,1,0.886656193542779,"CAOV3","EBAG9"
"ITPR3",7.39990146505408e-05,0.443357540220942,1,1,0.886656193542779,"CAOV3","ITPR3"
"NSDHL",7.39990146505408e-05,0.410492795162276,1,1,0.886656193542779,"CAOV3","NSDHL"
"P4HB",7.39990146505408e-05,0.418724285658421,1,1,0.886656193542779,"CAOV3","P4HB"
"TMED7",7.39990146505408e-05,0.383057336604602,1,1,0.886656193542779,"CAOV3","TMED7"
"CUX1",7.62592788887339e-05,0.310812539048917,1,1,0.913738679644809,"CAOV3","CUX1"
"PDIA4",7.85847164054777e-05,0.497028040232208,1,1,0.941602071970433,"CAOV3","PDIA4"
"NECTIN4",8.09770828915675e-05,0.737922294070989,1,1,0.970267407206762,"CAOV3","NECTIN4"
"NES",8.09770828915675e-05,-0.57199002017726,1,1,0.970267407206762,"CAOV3","NES"
"SYNGR2",8.09770828915675e-05,0.427505629265171,1,1,0.970267407206762,"CAOV3","SYNGR2"
"AFTPH",8.34381775573677e-05,0.447384556635786,1,1,0.999756243492379,"CAOV3","AFTPH"
"AP1M2",8.34381775573677e-05,0.540574144570024,1,1,0.999756243492379,"CAOV3","AP1M2"
"CSTB",8.34381775573677e-05,0.507463374532767,1,1,0.999756243492379,"CAOV3","CSTB"
"PON2",8.34381775573677e-05,0.509385789721293,1,1,0.999756243492379,"CAOV3","PON2"
"SERBP1",8.34381775573677e-05,0.308421978957222,1,1,0.999756243492379,"CAOV3","SERBP1"
"CENPV",8.59698441014857e-05,-0.451073073783356,1,1,1,"CAOV3","CENPV"
"MAPRE2",8.59698441014857e-05,-0.242426109526475,1,1,1,"CAOV3","MAPRE2"
"MRPL30",8.59698441014857e-05,0.475219373108523,1,1,1,"CAOV3","MRPL30"
"GANAB",8.85739716979536e-05,0.255693516126094,1,1,1,"CAOV3","GANAB"
"LAMTOR4",8.85739716979536e-05,0.445997699516827,1,1,1,"CAOV3","LAMTOR4"
"USP28",8.85739716979536e-05,0.479318679867837,1,1,1,"CAOV3","USP28"
"GFM1",9.12524960021916e-05,0.412163211324317,1,1,1,"CAOV3","GFM1"
"PLS1",9.12524960021916e-05,0.527178826902437,1,1,1,"CAOV3","PLS1"
"SLC33A1",9.40074001760243e-05,0.448254989648932,1,1,1,"CAOV3","SLC33A1"
"CANX",9.68407159320303e-05,0.444369454897729,1,1,1,"CAOV3","CANX"
"ITGA3",9.68407159320303e-05,0.547301229996026,1,1,1,"CAOV3","ITGA3"
"ZC3HAV1",9.68407159320303e-05,0.222343935737153,1,1,1,"CAOV3","ZC3HAV1"
"ERGIC1",9.97545245975006e-05,0.569939141501234,1,1,1,"CAOV3","ERGIC1"
"DCUN1D1",0.000102750958198286,0.356577089275254,1,1,1,"CAOV3","DCUN1D1"
"F11R",0.000102750958198286,0.444249335120369,1,1,1,"CAOV3","F11R"
"GET4",0.000102750958198286,0.447654812285173,1,1,1,"CAOV3","GET4"
"PCDH1",0.000102750958198286,0.549288011180556,1,1,1,"CAOV3","PCDH1"
"ZDHHC5",0.000102750958198286,0.396546035090602,1,1,1,"CAOV3","ZDHHC5"
"EMC3",0.000105832200562817,0.420851974880127,1,1,1,"CAOV3","EMC3"
"PLPP6",0.000105832200562817,0.702199855956935,1,1,1,"CAOV3","PLPP6"
"ACP6",0.00010900048844658,0.53727149860411,1,1,1,"CAOV3","ACP6"
"MCAM",0.00010900048844658,-0.730846720076823,1,1,1,"CAOV3","MCAM"
"MRPS5",0.00010900048844658,0.395725024426968,1,1,1,"CAOV3","MRPS5"
"RER1",0.00010900048844658,0.343701478141697,1,1,1,"CAOV3","RER1"
"SARG",0.00010900048844658,0.766212594440227,1,1,1,"CAOV3","SARG"
"CARMIL1",0.00011225811267733,0.387798784805124,1,1,1,"CAOV3","CARMIL1"
"HLA.DRA",0.00011225811267733,0.638171478094071,1,1,1,"CAOV3","HLA.DRA"
"HOOK2",0.00011225811267733,0.357605730508031,1,1,1,"CAOV3","HOOK2"
"B3GNT2",0.000115607419321333,1.10808823318935,1,1,1,"CAOV3","B3GNT2"
"CPOX",0.000115607419321333,0.398657712929958,1,1,1,"CAOV3","CPOX"
"CYB561",0.000115607419321333,0.648710536135039,1,1,1,"CAOV3","CYB561"
"DMD",0.000119050810870923,-0.773936373656882,1,1,1,"CAOV3","DMD"
"FLNC",0.000119050810870923,-0.967885075286441,1,1,1,"CAOV3","FLNC"
"MRPL57",0.000119050810870923,0.554723388217419,1,1,1,"CAOV3","MRPL57"
"MTDH",0.000119050810870923,0.470328382391779,1,1,1,"CAOV3","MTDH"
"RARS1",0.000119050810870923,0.334980358382857,1,1,1,"CAOV3","RARS1"
"LAMA4",0.000122590747453661,-0.677476819894789,1,1,1,"CAOV3","LAMA4"
"TMEM223",0.000122590747453661,0.560606162033726,1,1,1,"CAOV3","TMEM223"
"ERMP1",0.000126229748063392,0.48489878883293,1,1,1,"CAOV3","ERMP1"
"ESRP1",0.000126229748063392,0.486362500598065,1,1,1,"CAOV3","ESRP1"
"HSPG2",0.000126229748063392,-0.526696731219461,1,1,1,"CAOV3","HSPG2"
"CLMN",0.00012997039181349,0.443770140077068,1,1,1,"CAOV3","CLMN"
"CMA1",0.00012997039181349,-0.992824856764529,1,1,1,"CAOV3","CMA1"
"HDGF",0.00012997039181349,0.415527943899307,1,1,1,"CAOV3","HDGF"
"SORD",0.00012997039181349,0.541391589889901,1,1,1,"CAOV3","SORD"
"UQCRC1",0.00012997039181349,0.234727977696844,1,1,1,"CAOV3","UQCRC1"
"ANKRD22",0.000133815319212576,0.793423675460784,1,1,1,"CAOV3","ANKRD22"
"ANXA6",0.000137767233463025,-0.457344396740989,1,1,1,"CAOV3","ANXA6"
"CMPK1",0.000137767233463025,0.335548933050264,1,1,1,"CAOV3","CMPK1"
"DAP3",0.000137767233463025,0.405274054053866,1,1,1,"CAOV3","DAP3"
"LY75",0.000137767233463025,0.382570477797645,1,1,1,"CAOV3","LY75"
"MRPL15",0.000137767233463025,0.391220374258191,1,1,1,"CAOV3","MRPL15"
"MRPL16",0.000141828901782533,0.472461230963072,1,1,1,"CAOV3","MRPL16"
"S100A13",0.000141828901782533,0.652612822870042,1,1,1,"CAOV3","S100A13"
"YIPF3",0.000141828901782533,0.447959270391368,1,1,1,"CAOV3","YIPF3"
"COA7",0.000146003156749054,0.425370323985021,1,1,1,"CAOV3","COA7"
"DNM2",0.000146003156749054,0.214401246181881,1,1,1,"CAOV3","DNM2"
"IGKV3D.20",0.000146003156749054,-0.871364015076596,1,1,1,"CAOV3","IGKV3D.20"
"OGN",0.000146003156749054,-2.26302788425756,1,1,1,"CAOV3","OGN"
"PDE4DIP",0.000146003156749054,0.349858502248462,1,1,1,"CAOV3","PDE4DIP"
"PRKCSH",0.000146003156749054,0.346803939579539,1,1,1,"CAOV3","PRKCSH"
"EIF3J",0.000150292897669407,0.338933514956181,1,1,1,"CAOV3","EIF3J"
"CERS2",0.00015470109197184,0.375058359180541,1,1,1,"CAOV3","CERS2"
"PATJ",0.00015470109197184,0.406333795234536,1,1,1,"CAOV3","PATJ"
"TBL2",0.00015470109197184,0.388820984335832,1,1,1,"CAOV3","TBL2"
"USO1",0.00015470109197184,0.324121535826833,1,1,1,"CAOV3","USO1"
"ALG3",0.00015923077662286,0.594543433684143,1,1,1,"CAOV3","ALG3"
"HLA.E",0.00015923077662286,0.46674982226732,1,1,1,"CAOV3","HLA.E"
"SETD3",0.00015923077662286,0.31494040416587,1,1,1,"CAOV3","SETD3"
"DPYSL2",0.00016388505956863,-0.35977393690498,1,1,1,"CAOV3","DPYSL2"
"DDR1",0.000168667121201217,0.413522226515272,1,1,1,"CAOV3","DDR1"
"LMAN2",0.000168667121201217,0.332870008706086,1,1,1,"CAOV3","LMAN2"
"MTX1",0.000168667121201217,0.293132300081702,1,1,1,"CAOV3","MTX1"
"BGN",0.000173580215850016,-0.843240775380491,1,1,1,"CAOV3","BGN"
"HLA.DMB",0.000173580215850016,0.584260643517155,1,1,1,"CAOV3","HLA.DMB"
"PPP4R2",0.000173580215850016,0.334959912576724,1,1,1,"CAOV3","PPP4R2"
"SLC35A3",0.000173580215850016,0.751332517027258,1,1,1,"CAOV3","SLC35A3"
"CD74",0.000178627673298633,0.539270373660506,1,1,1,"CAOV3","CD74"
"NID1",0.000178627673298633,-0.606438483219559,1,1,1,"CAOV3","NID1"
"PLCD1",0.000178627673298633,-0.399243968697321,1,1,1,"CAOV3","PLCD1"
"POM121C",0.000178627673298633,0.344191694019075,1,1,1,"CAOV3","POM121C"
"STXBP6",0.000178627673298633,0.593776261999055,1,1,1,"CAOV3","STXBP6"
"CHMP3",0.000183812900327533,0.326151181667346,1,1,1,"CAOV3","CHMP3"
"COPB2",0.000183812900327533,0.273150249592357,1,1,1,"CAOV3","COPB2"
"TIMM13",0.000183812900327533,0.377575097320788,1,1,1,"CAOV3","TIMM13"
"EMC1",0.00018913938228276,0.263848502690461,1,1,1,"CAOV3","EMC1"
"STK24",0.000194610684671024,0.301578436286186,1,1,1,"CAOV3","STK24"
"ITGB6",0.000200230454781459,0.758705513030928,1,1,1,"CAOV3","ITGB6"
"LAMTOR1",0.000200230454781459,0.337166505742918,1,1,1,"CAOV3","LAMTOR1"
"TRIM25",0.000200230454781459,0.268010223133819,1,1,1,"CAOV3","TRIM25"
"CC2D1A",0.000206002423334355,0.370410544966928,1,1,1,"CAOV3","CC2D1A"
"KRTCAP2",0.000206002423334355,0.523598246001468,1,1,1,"CAOV3","KRTCAP2"
"MRPS7",0.000206002423334355,0.433646713197633,1,1,1,"CAOV3","MRPS7"
"NIBAN2",0.000206002423334355,0.493816776713132,1,1,1,"CAOV3","NIBAN2"
"NQO1",0.000206002423334355,0.848456906290439,1,1,1,"CAOV3","NQO1"
"RCN1",0.000206002423334355,0.335631063986451,1,1,1,"CAOV3","RCN1"
"SHBG",0.000206002423334355,-0.430767123142416,1,1,1,"CAOV3","SHBG"
"UBR2",0.000206002423334355,0.438421973618606,1,1,1,"CAOV3","UBR2"
"UQCRB",0.000206002423334355,0.260590195602689,1,1,1,"CAOV3","UQCRB"
"GGCX",0.000211930406157164,0.316934667503234,1,1,1,"CAOV3","GGCX"
"MRPL2",0.000211930406157164,0.401803848440791,1,1,1,"CAOV3","MRPL2"
"APOM",0.00021801830588808,-0.499729770617431,1,1,1,"CAOV3","APOM"
"HLA.DPA1",0.00021801830588808,0.638544194472699,1,1,1,"CAOV3","HLA.DPA1"
"PSMA7",0.00021801830588808,0.23542506129919,1,1,1,"CAOV3","PSMA7"
"SCAMP3",0.00021801830588808,0.313098233160936,1,1,1,"CAOV3","SCAMP3"
"VANGL1",0.00021801830588808,0.454764463965904,1,1,1,"CAOV3","VANGL1"
"DENND2D",0.000224270113707492,0.428696101814421,1,1,1,"CAOV3","DENND2D"
"FLNB",0.000224270113707492,0.313710720447314,1,1,1,"CAOV3","FLNB"
"HYOU1",0.000224270113707492,0.335781975148542,1,1,1,"CAOV3","HYOU1"
"MRPS27",0.000224270113707492,0.350229058186492,1,1,1,"CAOV3","MRPS27"
